,caudalmiddlefrontal-lh,inferiorparietal-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.34951456310679613,0.0,0.23300970873786409,0.08737864077669903,0.24271844660194175,0.02912621359223301,0.0,0.05825242718446602
inferiorparietal-rh,0.0,0.5,0.06451612903225806,0.0,0.06451612903225806,0.16129032258064516,0.0,0.20967741935483872
rostralmiddlefrontal-lh,0.15625,0.01875,0.2875,0.1125,0.175,0.10625,0.01875,0.125
rostralmiddlefrontal-rh,0.09090909090909091,0.0,0.15151515151515152,0.3409090909090909,0.21212121212121213,0.07575757575757576,0.045454545454545456,0.08333333333333333
superiorfrontal-rh,0.14606741573033707,0.016853932584269662,0.14606741573033707,0.16292134831460675,0.29213483146067415,0.10674157303370786,0.028089887640449437,0.10112359550561797
superiorparietal-rh,0.03076923076923077,0.07692307692307693,0.13846153846153847,0.09230769230769231,0.15384615384615385,0.2692307692307692,0.0,0.23846153846153847
superiortemporal-rh,0.0,0.0,0.10526315789473684,0.3684210526315789,0.21052631578947367,0.0,0.3157894736842105,0.0
supramarginal-lh,0.04895104895104895,0.09090909090909091,0.13986013986013987,0.07692307692307693,0.1258741258741259,0.2097902097902098,0.0,0.3076923076923077
