,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.3148148148148148,0.12962962962962962,0.027777777777777776,0.2037037037037037,0.027777777777777776,0.1388888888888889,0.1111111111111111,0.046296296296296294
caudalmiddlefrontal-rh,0.1951219512195122,0.25609756097560976,0.024390243902439025,0.25609756097560976,0.036585365853658534,0.08536585365853659,0.13414634146341464,0.012195121951219513
inferiorparietal-rh,0.19047619047619047,0.0,0.42857142857142855,0.0,0.0,0.0,0.19047619047619047,0.19047619047619047
parsopercularis-lh,0.22115384615384615,0.17307692307692307,0.0,0.3076923076923077,0.028846153846153848,0.11538461538461539,0.15384615384615385,0.0
rostralmiddlefrontal-lh,0.18518518518518517,0.1111111111111111,0.0,0.18518518518518517,0.37037037037037035,0.14814814814814814,0.0,0.0
rostralmiddlefrontal-rh,0.25925925925925924,0.1111111111111111,0.0,0.2037037037037037,0.07407407407407407,0.35185185185185186,0.0,0.0
superiorfrontal-lh,0.125,0.1375,0.0375,0.2,0.0,0.0,0.4,0.1
superiortemporal-rh,0.16666666666666666,0.0,0.125,0.0,0.0,0.0,0.375,0.3333333333333333
