,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P8,TP10,CP6,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,CP4,TP8,C6,C2,FT8,F6,AF8,AF4,F2,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.03599221789883268,0.023346303501945526,0.0,0.036478599221789886,0.0,0.03453307392996109,0.0,0.036478599221789886,0.030155642023346304,0.0,0.033073929961089495,0.036478599221789886,0.0,0.0,0.036478599221789886,0.0,0.0,0.035505836575875485,0.036478599221789886,0.0,0.0,0.036478599221789886,0.036478599221789886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036478599221789886,0.0306420233463035,0.0311284046692607,0.036478599221789886,0.036478599221789886,0.0,0.0,0.0,0.035505836575875485,0.0,0.03453307392996109,0.0,0.0316147859922179,0.0,0.0,0.02529182879377432,0.036478599221789886,0.0,0.036478599221789886,0.0,0.036478599221789886,0.0,0.03599221789883268,0.0,0.035505836575875485,0.036478599221789886,0.036478599221789886
F7,0.0,0.0345821325648415,0.03386167146974063,0.0,0.0345821325648415,0.0,0.0345821325648415,0.0,0.0345821325648415,0.0345821325648415,0.0,0.0345821325648415,0.0345821325648415,0.0,0.0,0.0345821325648415,0.0,0.0,0.0345821325648415,0.0345821325648415,0.0,0.0,0.0345821325648415,0.0345821325648415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0345821325648415,0.0345821325648415,0.0345821325648415,0.0345821325648415,0.0345821325648415,0.0,0.0,0.0,0.0345821325648415,0.0,0.0345821325648415,0.0,0.0345821325648415,0.0,0.0,0.032420749279538905,0.0345821325648415,0.0,0.0345821325648415,0.0,0.0345821325648415,0.0,0.0345821325648415,0.0,0.0345821325648415,0.0345821325648415,0.0345821325648415
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.02818489289740699,0.018038331454340473,0.0,0.04434423149192033,0.0,0.027809094325441562,0.0,0.04509582863585118,0.023299511461856444,0.0,0.026681698609545283,0.04472003006388576,0.0,0.0,0.029312288613303268,0.0,0.0,0.027809094325441562,0.04208944006012777,0.0,0.0,0.04472003006388576,0.04509582863585118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04509582863585118,0.02367531003382187,0.024051108605787297,0.04509582863585118,0.04509582863585118,0.0,0.0,0.0,0.03344607290492296,0.0,0.02705749718151071,0.0,0.02480270574971815,0.0,0.0,0.01954152574220218,0.04509582863585118,0.0,0.04472003006388576,0.0,0.04509582863585118,0.0,0.028560691469372415,0.0,0.027433295753476136,0.02893649004133784,0.04509582863585118
FC1,0.0,0.0,0.0,0.0,0.0,0.1301326595072647,0.0,0.04295641187618446,0.0,0.0,0.131396083385976,0.0,0.0,0.0,0.0,0.0,0.05053695514845231,0.05622236260265319,0.0,0.0,0.09222994314592546,0.027795325331648767,0.0,0.0,0.0,0.03663929248262792,0.05243209096651927,0.006317119393556538,0.01010739102969046,0.06001263423878711,0.0,0.006948831332912192,0.0,0.0,0.0,0.0,0.0,0.054958938723941884,0.043588123815540114,0.0,0.0,0.0,0.0,0.0,0.0,0.04864181933038535,0.04611497157296273,0.0,0.0,0.033480732785849655,0.0,0.06190777005685408,0.0,0.0,0.0,0.007580543272267846,0.0,0.0,0.0
C3,0.0,0.03590752582390556,0.023610427939006393,0.0,0.03639940973930152,0.0,0.03590752582390556,0.0,0.03639940973930152,0.030496802754549926,0.0,0.03443187407771766,0.03639940973930152,0.0,0.0,0.03639940973930152,0.0,0.0,0.03590752582390556,0.03639940973930152,0.0,0.0,0.03639940973930152,0.03639940973930152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03639940973930152,0.030988686669945892,0.03148057058534186,0.03639940973930152,0.03639940973930152,0.0,0.0,0.0,0.03443187407771766,0.0,0.03541564190850959,0.0,0.030496802754549926,0.0,0.0,0.02557796360059026,0.03639940973930152,0.0,0.03639940973930152,0.0,0.03639940973930152,0.0,0.034923757993113626,0.0,0.03443187407771766,0.03639940973930152,0.03639940973930152
T7,0.0,0.0,0.0,0.0,0.0,0.06546489563567362,0.0,0.0635673624288425,0.0,0.0,0.06546489563567362,0.0,0.0,0.0,0.0,0.0,0.06546489563567362,0.06451612903225806,0.0,0.0,0.06546489563567362,0.03795066413662239,0.0,0.0,0.0,0.03984819734345351,0.0635673624288425,0.009487666034155597,0.013282732447817837,0.06546489563567362,0.0,0.010436432637571158,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.054079696394686905,0.0,0.0,0.0,0.0,0.0,0.0,0.06546489563567362,0.061669829222011384,0.0,0.0,0.04743833017077799,0.0,0.06546489563567362,0.0,0.0,0.0,0.011385199240986717,0.0,0.0,0.0
TP9,0.0,0.025817555938037865,0.016523235800344233,0.0,0.04130808950086059,0.0,0.02547332185886403,0.0,0.05025817555938038,0.02134251290877797,0.0,0.024440619621342512,0.04268502581755594,0.0,0.0,0.02685025817555938,0.0,0.0,0.02547332185886403,0.039242685025817556,0.0,0.0,0.04268502581755594,0.05094664371772806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05094664371772806,0.021686746987951807,0.022030981067125647,0.05094664371772806,0.05094664371772806,0.0,0.0,0.0,0.0306368330464716,0.0,0.024784853700516352,0.0,0.022719449225473323,0.0,0.0,0.017900172117039585,0.05094664371772806,0.0,0.044061962134251294,0.0,0.05060240963855422,0.0,0.026161790017211705,0.0,0.02512908777969019,0.02650602409638554,0.05094664371772806
CP5,0.0,0.035287421741605006,0.02731929425156517,0.0,0.035287421741605006,0.0,0.035287421741605006,0.0,0.035287421741605006,0.03471826977803073,0.0,0.035287421741605006,0.035287421741605006,0.0,0.0,0.035287421741605006,0.0,0.0,0.035287421741605006,0.035287421741605006,0.0,0.0,0.035287421741605006,0.035287421741605006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035287421741605006,0.033010813887307915,0.03471826977803073,0.035287421741605006,0.035287421741605006,0.0,0.0,0.0,0.03471826977803073,0.0,0.035287421741605006,0.0,0.03016505406943654,0.0,0.0,0.029595902105862264,0.035287421741605006,0.0,0.035287421741605006,0.0,0.035287421741605006,0.0,0.035287421741605006,0.0,0.03471826977803073,0.035287421741605006,0.035287421741605006
CP1,0.0,0.0,0.0,0.0,0.0,0.12841191066997518,0.0,0.04218362282878412,0.0,0.0,0.14578163771712158,0.0,0.0,0.0,0.0,0.0,0.04962779156327544,0.05521091811414392,0.0,0.0,0.09057071960297766,0.02729528535980149,0.0,0.0,0.0,0.03660049627791563,0.05148883374689826,0.00620347394540943,0.009925558312655087,0.05893300248138958,0.0,0.006823821339950372,0.0,0.0,0.0,0.0,0.0,0.05397022332506204,0.042803970223325064,0.0,0.0,0.0,0.0,0.0,0.0,0.047766749379652605,0.04528535980148883,0.0,0.0,0.03287841191066997,0.0,0.060794044665012405,0.0,0.0,0.0,0.007444168734491315,0.0,0.0,0.0
Pz,0.0,0.03560528992878942,0.024415055951169887,0.0,0.03611393692777213,0.0,0.03611393692777213,0.0,0.03611393692777213,0.03153611393692777,0.0,0.03560528992878942,0.03611393692777213,0.0,0.0,0.03611393692777213,0.0,0.0,0.03560528992878942,0.03611393692777213,0.0,0.0,0.03611393692777213,0.03611393692777213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03611393692777213,0.03204476093591048,0.03255340793489318,0.03611393692777213,0.03611393692777213,0.0,0.0,0.0,0.0340793489318413,0.0,0.03560528992878942,0.0,0.030010172939979655,0.0,0.0,0.026449643947100712,0.03611393692777213,0.0,0.03611393692777213,0.0,0.03611393692777213,0.0,0.03458799593082401,0.0,0.0340793489318413,0.03611393692777213,0.03611393692777213
P3,0.0,0.027726432532347505,0.0177449168207024,0.0,0.04436229205175601,0.0,0.02735674676524954,0.0,0.04584103512014787,0.022920517560073937,0.0,0.02624768946395564,0.04510166358595194,0.0,0.0,0.028835489833641405,0.0,0.0,0.02735674676524954,0.04214417744916821,0.0,0.0,0.04510166358595194,0.04584103512014787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04584103512014787,0.023290203327171903,0.02365988909426987,0.04584103512014787,0.04584103512014787,0.0,0.0,0.0,0.03290203327171904,0.0,0.026617375231053605,0.0,0.024399260628465803,0.0,0.0,0.01922365988909427,0.04584103512014787,0.0,0.04473197781885398,0.0,0.04584103512014787,0.0,0.02809611829944547,0.0,0.026987060998151572,0.028465804066543438,0.04584103512014787
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.03559563360227812,0.022781205505457997,0.0,0.037019458946369245,0.0,0.03464641670621737,0.0,0.037019458946369245,0.029425723777883245,0.0,0.03322259136212625,0.037019458946369245,0.0,0.0,0.036544850498338874,0.0,0.0,0.03512102515424775,0.036544850498338874,0.0,0.0,0.037019458946369245,0.037019458946369245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037019458946369245,0.029900332225913623,0.030374940673943997,0.037019458946369245,0.037019458946369245,0.0,0.0,0.0,0.03464641670621737,0.0,0.034171808258187,0.0,0.03132415757000474,0.0,0.0,0.024679639297579496,0.037019458946369245,0.0,0.037019458946369245,0.0,0.037019458946369245,0.0,0.03559563360227812,0.0,0.03464641670621737,0.036544850498338874,0.037019458946369245
O2,0.0,0.0,0.0,0.0,0.0,0.0680672268907563,0.0,0.05714285714285714,0.0,0.0,0.0680672268907563,0.0,0.0,0.0,0.0,0.0,0.06638655462184874,0.06638655462184874,0.0,0.0,0.0680672268907563,0.03697478991596639,0.0,0.0,0.0,0.040336134453781515,0.06386554621848739,0.008403361344537815,0.012605042016806723,0.0680672268907563,0.0,0.009243697478991597,0.0,0.0,0.0,0.0,0.0,0.06638655462184874,0.052941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.06470588235294118,0.05966386554621849,0.0,0.0,0.04453781512605042,0.0,0.0680672268907563,0.0,0.0,0.0,0.010084033613445379,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.07097791798107256,0.0,0.05362776025236593,0.0,0.0,0.07097791798107256,0.0,0.0,0.0,0.0,0.0,0.06309148264984227,0.0694006309148265,0.0,0.0,0.07097791798107256,0.03470031545741325,0.0,0.0,0.0,0.04258675078864353,0.06309148264984227,0.007886435331230283,0.011041009463722398,0.07097791798107256,0.0,0.008675078864353312,0.0,0.0,0.0,0.0,0.0,0.06703470031545741,0.05441640378548896,0.0,0.0,0.0,0.0,0.0,0.0,0.06072555205047318,0.057570977917981075,0.0,0.0,0.0417981072555205,0.0,0.07097791798107256,0.0,0.0,0.0,0.00946372239747634,0.0,0.0,0.0
TP10,0.0,0.03632793323514973,0.023564064801178203,0.0,0.03632793323514973,0.0,0.03485517918507609,0.0,0.03632793323514973,0.03043691703485518,0.0,0.033382425135002454,0.03632793323514973,0.0,0.0,0.03632793323514973,0.0,0.0,0.035837015218458515,0.03632793323514973,0.0,0.0,0.03632793323514973,0.03632793323514973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03632793323514973,0.030927835051546393,0.031418753068237604,0.03632793323514973,0.03632793323514973,0.0,0.0,0.0,0.035346097201767304,0.0,0.03485517918507609,0.0,0.031418753068237604,0.0,0.0,0.025527736867943053,0.03632793323514973,0.0,0.03632793323514973,0.0,0.03632793323514973,0.0,0.035837015218458515,0.0,0.035346097201767304,0.03632793323514973,0.03632793323514973
