,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh
frontalpole-lh,0.24345549738219896,0.16230366492146597,0.08900523560209424,0.11518324607329843,0.0968586387434555,0.010471204188481676,0.08900523560209424,0.193717277486911
frontalpole-rh,0.0950920245398773,0.2223926380368098,0.15644171779141106,0.18404907975460122,0.09969325153374232,0.05828220858895705,0.1165644171779141,0.06748466257668712
lateralorbitofrontal-rh,0.048513302034428794,0.16901408450704225,0.22848200312989045,0.1784037558685446,0.12519561815336464,0.09233176838810642,0.13458528951486698,0.023474178403755867
medialorbitofrontal-rh,0.0696594427244582,0.2089783281733746,0.16718266253869968,0.22136222910216719,0.11919504643962849,0.06346749226006192,0.09752321981424149,0.05263157894736842
parsorbitalis-rh,0.06329113924050633,0.1518987341772152,0.18083182640144665,0.17902350813743217,0.21699819168173598,0.06329113924050633,0.10126582278481013,0.0433996383363472
rostralanteriorcingulate-lh,0.002785515320334262,0.07520891364902507,0.14763231197771587,0.08635097493036212,0.08635097493036212,0.362116991643454,0.15598885793871867,0.08356545961002786
rostralanteriorcingulate-rh,0.04823747680890538,0.13358070500927643,0.17439703153988867,0.11317254174397032,0.10204081632653061,0.13172541743970315,0.2523191094619666,0.04452690166975881
rostralmiddlefrontal-rh,0.16751269035532995,0.1116751269035533,0.050761421319796954,0.07868020304568528,0.08121827411167512,0.07868020304568528,0.10406091370558376,0.32741116751269034
