,caudalanteriorcingulate-lh,frontalpole-rh,fusiform-lh,isthmuscingulate-rh,medialorbitofrontal-rh,pericalcarine-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.49174690508940855,0.11966987620357634,0.04401650618982118,0.0515818431911967,0.0,0.061210453920220086,0.15337001375515819,0.07840440165061899
frontalpole-rh,0.16461684011352887,0.43519394512771997,0.0,0.0,0.11920529801324503,0.0,0.16461684011352887,0.11636707663197729
fusiform-lh,0.04704097116843703,0.0,0.3505311077389985,0.2943854324734446,0.06525037936267071,0.1418816388467375,0.0,0.10091047040971168
isthmuscingulate-rh,0.04698874917273329,0.0,0.25810721376571805,0.35804103242885504,0.0800794176042356,0.14493712772998016,0.0,0.11184645929847783
medialorbitofrontal-rh,0.0,0.10418445772843724,0.07002561912894961,0.09991460290350128,0.46114432109308284,0.030742954739538857,0.0,0.23398804440649018
pericalcarine-rh,0.06915739268680444,0.0,0.1534181240063593,0.17965023847376788,0.03179650238473768,0.4872813990461049,0.0,0.07869634340222575
rostralanteriorcingulate-lh,0.2956636005256242,0.22864651773981604,0.0,0.0,0.0,0.0,0.32588699080157685,0.1498028909329829
rostralanteriorcingulate-rh,0.07490144546649145,0.08081471747700394,0.08607095926412615,0.10972404730617609,0.18265440210249673,0.06241787122207622,0.07490144546649145,0.328515111695138
