,frontalpole-lh,frontalpole-rh,isthmuscingulate-lh,isthmuscingulate-rh,pericalcarine-rh,posteriorcingulate-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.7782340862422998,0.22176591375770022,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.1252847380410023,0.6355353075170843,0.0,0.04441913439635535,0.07630979498861047,0.0,0.07175398633257403,0.04669703872437358
isthmuscingulate-lh,0.0,0.0,0.48161764705882354,0.27297794117647056,0.24540441176470587,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.03300624442462088,0.25780553077609275,0.4451382694023194,0.264049955396967,0.0,0.0,0.0
pericalcarine-rh,0.0,0.06435643564356436,0.26435643564356437,0.298019801980198,0.37326732673267327,0.0,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,0.6095820591233435,0.26809378185524974,0.12232415902140673
rostralanteriorcingulate-lh,0.0,0.05957836846929423,0.0,0.0,0.0,0.2447296058661778,0.4995417048579285,0.19615032080659944
rostralanteriorcingulate-rh,0.0,0.05375,0.0,0.0,0.0,0.15,0.27,0.52625
