,parsopercularis-lh,parstriangularis-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
parsopercularis-lh,0.3978494623655914,0.0967741935483871,0.0,0.0,0.2903225806451613,0.0,0.21505376344086022,0.0
parstriangularis-rh,0.17073170731707318,0.4878048780487805,0.0,0.0,0.17073170731707318,0.0,0.0975609756097561,0.07317073170731707
precentral-lh,0.02040816326530612,0.0,0.673469387755102,0.0,0.2857142857142857,0.0,0.02040816326530612,0.0
precentral-rh,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2
rostralmiddlefrontal-lh,0.23684210526315788,0.06140350877192982,0.10526315789473684,0.0,0.39473684210526316,0.0,0.20175438596491227,0.0
superiorparietal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
superiortemporal-lh,0.2753623188405797,0.08695652173913043,0.0,0.0,0.3333333333333333,0.0,0.30434782608695654,0.0
superiortemporal-rh,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75
