,Oz,O2,TP10,CP6,POz,PO4,PO8,TP8
Oz,0.25217391304347825,0.0,0.0,0.0,0.24347826086956523,0.25217391304347825,0.25217391304347825,0.0
O2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.252212389380531,0.0,0.0,0.0,0.24336283185840707,0.252212389380531,0.252212389380531,0.0
PO4,0.25217391304347825,0.0,0.0,0.0,0.24347826086956523,0.25217391304347825,0.25217391304347825,0.0
PO8,0.25217391304347825,0.0,0.0,0.0,0.24347826086956523,0.25217391304347825,0.25217391304347825,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
