,Fp1,FC5,FC6,F4,Fp2,AF7,AF3,AFz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.43859649122807015,0.0,0.14035087719298245,0.0,0.0,0.42105263157894735,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.3333333333333333,0.0,0.4,0.0,0.0,0.26666666666666666,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AF3,0.0,0.4423076923076923,0.0,0.11538461538461539,0.0,0.0,0.4423076923076923,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
