,parsopercularis-lh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
parsopercularis-lh,0.13286713286713286,0.07692307692307693,0.13286713286713286,0.1258741258741259,0.1258741258741259,0.13286713286713286,0.13986013986013987,0.13286713286713286
parstriangularis-rh,0.1348314606741573,0.12359550561797752,0.1348314606741573,0.11235955056179775,0.11235955056179775,0.12359550561797752,0.1348314606741573,0.12359550561797752
precentral-lh,0.13286713286713286,0.07692307692307693,0.13286713286713286,0.1258741258741259,0.1258741258741259,0.13286713286713286,0.13986013986013987,0.13286713286713286
rostralmiddlefrontal-lh,0.11510791366906475,0.05755395683453238,0.11510791366906475,0.15827338129496402,0.1223021582733813,0.12949640287769784,0.1510791366906475,0.1510791366906475
superiorfrontal-rh,0.12403100775193798,0.06201550387596899,0.12403100775193798,0.13953488372093023,0.13178294573643412,0.13953488372093023,0.13953488372093023,0.13953488372093023
superiorparietal-rh,0.12142857142857143,0.06428571428571428,0.12142857142857143,0.14285714285714285,0.12857142857142856,0.1357142857142857,0.14285714285714285,0.14285714285714285
superiortemporal-lh,0.12101910828025478,0.07006369426751592,0.12101910828025478,0.1464968152866242,0.11464968152866242,0.12738853503184713,0.15286624203821655,0.1464968152866242
superiortemporal-rh,0.11564625850340136,0.061224489795918366,0.11564625850340136,0.1564625850340136,0.12244897959183673,0.1292517006802721,0.14965986394557823,0.14965986394557823
