,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
parstriangularis-rh,0.19875776397515527,0.11180124223602485,0.06832298136645963,0.08074534161490683,0.16149068322981366,0.09316770186335403,0.16770186335403728,0.11801242236024845
precentral-lh,0.12121212121212122,0.14393939393939395,0.08333333333333333,0.11363636363636363,0.14393939393939395,0.12878787878787878,0.13636363636363635,0.12878787878787878
rostralmiddlefrontal-lh,0.08264462809917356,0.09090909090909091,0.15702479338842976,0.1652892561983471,0.15702479338842976,0.1652892561983471,0.09090909090909091,0.09090909090909091
superiorfrontal-rh,0.07643312101910828,0.09554140127388536,0.12101910828025478,0.18471337579617833,0.18471337579617833,0.17197452229299362,0.08280254777070063,0.08280254777070063
superiorparietal-lh,0.1073170731707317,0.08292682926829269,0.08292682926829269,0.14146341463414633,0.25853658536585367,0.13170731707317074,0.12682926829268293,0.06829268292682927
superiorparietal-rh,0.08227848101265822,0.0949367088607595,0.11392405063291139,0.16455696202531644,0.17721518987341772,0.18354430379746836,0.0949367088607595,0.08860759493670886
superiortemporal-lh,0.1513157894736842,0.1118421052631579,0.07236842105263158,0.08552631578947369,0.17105263157894737,0.11842105263157894,0.18421052631578946,0.10526315789473684
superiortemporal-rh,0.125,0.13970588235294118,0.08088235294117647,0.09558823529411764,0.11764705882352941,0.11764705882352941,0.1323529411764706,0.19117647058823528
