,caudalmiddlefrontal-rh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.23076923076923078,0.0,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.0,0.07692307692307693
parstriangularis-rh,0.0,0.6607142857142857,0.0,0.0,0.0,0.17857142857142858,0.16071428571428573,0.0
precentral-lh,0.05,0.0,0.23333333333333334,0.25,0.016666666666666666,0.25,0.2,0.0
rostralmiddlefrontal-lh,0.04285714285714286,0.0,0.2,0.2714285714285714,0.02857142857142857,0.24285714285714285,0.2,0.014285714285714285
rostralmiddlefrontal-rh,0.15384615384615385,0.0,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.0,0.07692307692307693
superiorparietal-lh,0.031914893617021274,0.10638297872340426,0.13829787234042554,0.1595744680851064,0.010638297872340425,0.2872340425531915,0.26595744680851063,0.0
superiorparietal-rh,0.0,0.1111111111111111,0.12345679012345678,0.14814814814814814,0.0,0.2839506172839506,0.3333333333333333,0.0
superiortemporal-rh,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.5
