,Fp1,Fz,P3,P8,TP10,PO8,P6,TP8
Fp1,0.7771535580524345,0.22284644194756553,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.21499548328816623,0.7850045167118338,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.9585987261146497,0.0,0.0,0.03821656050955414,0.0031847133757961785,0.0
P8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.26871980676328505,0.24094202898550723,0.25,0.24033816425120774
PO8,0.0,0.0,0.014002333722287048,0.0,0.23278879813302217,0.26254375729288215,0.24795799299883314,0.2427071178529755
P6,0.0,0.0,0.001184834123222749,0.0,0.245260663507109,0.24940758293838863,0.26007109004739337,0.24407582938388625
TP8,0.0,0.0,0.0,0.0,0.24052916416115455,0.25195429945880937,0.25015033072760073,0.25736620565243534
