,Fp1,Fz,P3,P8,TP10,PO8,P6,TP8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.9585987261146497,0.0,0.0,0.03821656050955414,0.0031847133757961785,0.0
P8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.4897959183673469,0.0,0.0,0.46938775510204084,0.04081632653061224,0.0
P6,0.0,0.0,0.4,0.0,0.0,0.4,0.2,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
