,Fp1,Fz,P3,P8,TP10,AF7,PO8,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.6252354048964218,0.3747645951035782,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.3333333333333333,0.65,0.0,0.0,0.0,0.0,0.016666666666666666
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.5849056603773585,0.0,0.41509433962264153,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.4791666666666667,0.0,0.5208333333333334,0.0
AF8,0.0,0.0,0.06282722513089005,0.0,0.0,0.0,0.0,0.93717277486911
