,P8,TP10,FC2,PO8,C2,FC4,F2,FCz
P8,0.6791827719491993,0.0,0.02484815019326339,0.0,0.07399226946438432,0.07399226946438432,0.07399226946438432,0.07399226946438432
TP10,0.0,0.47213855421686746,0.06061746987951807,0.46724397590361444,0.0,0.0,0.0,0.0
FC2,0.056220095693779906,0.19138755980861244,0.5598086124401914,0.19258373205741627,0.0,0.0,0.0,0.0
PO8,0.0,0.46858440575321725,0.061317183951551855,0.47009841029523086,0.0,0.0,0.0,0.0
C2,0.08439897698209718,0.0,0.0,0.0,0.2289002557544757,0.2289002557544757,0.2289002557544757,0.2289002557544757
FC4,0.08439897698209718,0.0,0.0,0.0,0.2289002557544757,0.2289002557544757,0.2289002557544757,0.2289002557544757
F2,0.08439897698209718,0.0,0.0,0.0,0.2289002557544757,0.2289002557544757,0.2289002557544757,0.2289002557544757
FCz,0.08439897698209718,0.0,0.0,0.0,0.2289002557544757,0.2289002557544757,0.2289002557544757,0.2289002557544757
