,Fp1,Fz,P3,P8,TP10,AF7,PO8,AF8
Fp1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.682615629984051,0.31738437001594894,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.2971768202080238,0.687964338781575,0.0,0.0,0.0,0.0,0.014858841010401188
P8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.4877675840978593,0.0,0.43119266055045874,0.08103975535168195
AF7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.4333843797856049,0.0,0.48545176110260335,0.08116385911179173
AF8,0.0,0.0,0.0158311345646438,0.0,0.13984168865435356,0.0,0.13984168865435356,0.7044854881266491
