,Fz,T7,P7,FC2,F5,P1,FC4,FCz
Fz,0.376984126984127,0.15079365079365079,0.03968253968253968,0.17857142857142858,0.0,0.15476190476190477,0.031746031746031744,0.06746031746031746
T7,0.0989010989010989,0.37362637362637363,0.03296703296703297,0.1510989010989011,0.016483516483516484,0.25274725274725274,0.02197802197802198,0.0521978021978022
P7,0.02857142857142857,0.031746031746031744,0.3904761904761905,0.08888888888888889,0.19365079365079366,0.0,0.23492063492063492,0.031746031746031744
FC2,0.14838709677419354,0.18387096774193548,0.08709677419354839,0.44193548387096776,0.0,0.08064516129032258,0.0,0.05806451612903226
F5,0.0,0.017964071856287425,0.18562874251497005,0.0,0.4041916167664671,0.05389221556886228,0.3263473053892216,0.011976047904191617
P1,0.10979228486646884,0.24629080118694363,0.0,0.06231454005934718,0.06231454005934718,0.39465875370919884,0.050445103857566766,0.07418397626112759
FC4,0.022792022792022793,0.022792022792022793,0.21082621082621084,0.0,0.31054131054131057,0.042735042735042736,0.3789173789173789,0.011396011396011397
FCz,0.08333333333333333,0.11666666666666667,0.07777777777777778,0.1,0.03333333333333333,0.12777777777777777,0.027777777777777776,0.43333333333333335
