,Fz,FC6,FC2,AF7,F5,FC4,FT8,F2
Fz,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
FC6,0.0,0.5625,0.1875,0.25,0.0,0.0,0.0,0.0
FC2,0.0,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.0,0.0,0.0,0.0
AF7,0.0,0.4166666666666667,0.25,0.3333333333333333,0.0,0.0,0.0,0.0
F5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
