,Fz,T7,P7,FC2,F5,P1,FC4,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.2,0.0,0.0,0.4,0.0,0.4,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4
F5,0.0,0.0625,0.0,0.0,0.5625,0.0,0.375,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.0,0.08333333333333333,0.0,0.0,0.5,0.0,0.4166666666666667,0.0
FCz,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
