,FT9,TP9,Cz,FT10,Fp2,AF7,AF8,FCz
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.6727272727272727,0.0,0.0,0.0,0.0,0.32727272727272727,0.0
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.5135135135135135,0.0,0.0,0.0,0.0,0.4864864864864865,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
