,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.09316770186335403,0.0,0.0,0.09472049689440994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09161490683229814,0.049689440993788817,0.0,0.0,0.09006211180124224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08074534161490683,0.0,0.09161490683229814,0.0,0.0,0.0,0.0,0.09472049689440994,0.0,0.0,0.0,0.0,0.09316770186335403,0.0,0.0,0.034161490683229816,0.0,0.0,0.09472049689440994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09161490683229814,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.03164556962025317,0.0,0.0,0.03481012658227848,0.015822784810126583,0.03481012658227848,0.012658227848101266,0.03481012658227848,0.0,0.03164556962025317,0.0,0.0,0.0,0.03164556962025317,0.03481012658227848,0.0,0.02531645569620253,0.03481012658227848,0.015822784810126583,0.03481012658227848,0.03164556962025317,0.03481012658227848,0.03481012658227848,0.03481012658227848,0.03481012658227848,0.0,0.03481012658227848,0.0189873417721519,0.0,0.03481012658227848,0.0,0.0,0.0,0.028481012658227847,0.012658227848101266,0.0031645569620253164,0.0,0.0,0.028481012658227847,0.03164556962025317,0.02531645569620253,0.028481012658227847,0.0,0.028481012658227847,0.00949367088607595,0.0,0.0,0.03481012658227848,0.0,0.0,0.03164556962025317,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022151898734177215,0.03481012658227848,0.03481012658227848
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.08970588235294118,0.0,0.0,0.10294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09264705882352942,0.047058823529411764,0.0,0.0,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07647058823529412,0.0,0.08676470588235294,0.0,0.0,0.0,0.0,0.09558823529411764,0.0,0.0,0.0,0.0,0.09411764705882353,0.0,0.0,0.03235294117647059,0.0,0.0,0.10441176470588236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08970588235294118,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.010341261633919338,0.0,0.0,0.07755946225439504,0.005170630816959669,0.06514994829369183,0.004136504653567736,0.05687693898655636,0.0,0.010341261633919338,0.0,0.0,0.0,0.010341261633919338,0.07755946225439504,0.0,0.008273009307135471,0.011375387797311272,0.005170630816959669,0.06928645294725956,0.010341261633919338,0.07445708376421924,0.012409513960703205,0.0796277145811789,0.01344364012409514,0.0,0.014477766287487074,0.0062047569803516025,0.0,0.07859358841778696,0.0,0.0,0.0,0.009307135470527405,0.004136504653567736,0.001034126163391934,0.0,0.0,0.009307135470527405,0.010341261633919338,0.008273009307135471,0.023784901758014478,0.0,0.009307135470527405,0.057911065149948295,0.0,0.0,0.0796277145811789,0.0,0.0,0.010341261633919338,0.004136504653567736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007238883143743537,0.052740434332988625,0.011375387797311272
FC5,0.0,0.009868421052631578,0.0,0.0,0.009868421052631578,0.44901315789473684,0.009868421052631578,0.006578947368421052,0.009868421052631578,0.0,0.009868421052631578,0.0,0.0,0.0,0.009868421052631578,0.009868421052631578,0.0,0.009868421052631578,0.009868421052631578,0.008223684210526315,0.009868421052631578,0.05756578947368421,0.009868421052631578,0.009868421052631578,0.009868421052631578,0.009868421052631578,0.0,0.009868421052631578,0.009868421052631578,0.12006578947368421,0.009868421052631578,0.0,0.0,0.0,0.009868421052631578,0.006578947368421052,0.001644736842105263,0.0,0.0,0.009868421052631578,0.009868421052631578,0.009868421052631578,0.009868421052631578,0.0,0.009868421052631578,0.004934210526315789,0.0,0.029605263157894735,0.009868421052631578,0.0,0.0,0.009868421052631578,0.006578947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009868421052631578,0.04276315789473684,0.009868421052631578
FC1,0.0,0.0111731843575419,0.0,0.0,0.06927374301675977,0.00558659217877095,0.07374301675977654,0.004469273743016759,0.05810055865921788,0.0,0.0111731843575419,0.0,0.0,0.0,0.0111731843575419,0.07486033519553073,0.0,0.008938547486033519,0.012290502793296089,0.00558659217877095,0.07150837988826815,0.0111731843575419,0.07597765363128492,0.013407821229050279,0.07597765363128492,0.01452513966480447,0.0,0.01564245810055866,0.0067039106145251395,0.0,0.07597765363128492,0.0,0.0,0.0,0.01005586592178771,0.004469273743016759,0.0011173184357541898,0.0,0.0,0.01005586592178771,0.0111731843575419,0.008938547486033519,0.02569832402234637,0.0,0.01005586592178771,0.048044692737430165,0.0,0.0,0.07597765363128492,0.0,0.0,0.0111731843575419,0.004469273743016759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00782122905027933,0.05139664804469274,0.012290502793296089
C3,0.0,0.029239766081871343,0.0,0.0,0.029239766081871343,0.029239766081871343,0.029239766081871343,0.023391812865497075,0.029239766081871343,0.0,0.029239766081871343,0.0,0.0,0.0,0.029239766081871343,0.029239766081871343,0.0,0.029239766081871343,0.029239766081871343,0.029239766081871343,0.029239766081871343,0.029239766081871343,0.029239766081871343,0.029239766081871343,0.029239766081871343,0.029239766081871343,0.0,0.029239766081871343,0.029239766081871343,0.0,0.029239766081871343,0.0,0.0,0.0,0.029239766081871343,0.023391812865497075,0.005847953216374269,0.0,0.0,0.029239766081871343,0.029239766081871343,0.029239766081871343,0.029239766081871343,0.0,0.029239766081871343,0.017543859649122806,0.0,0.0,0.029239766081871343,0.0,0.0,0.029239766081871343,0.023391812865497075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029239766081871343,0.029239766081871343,0.029239766081871343
T7,0.0,0.006006006006006006,0.0,0.0,0.033633633633633635,0.003003003003003003,0.032432432432432434,0.0024024024024024023,0.05105105105105105,0.0,0.022822822822822823,0.01921921921921922,0.01921921921921922,0.018618618618618618,0.022222222222222223,0.03303303303303303,0.0,0.004804804804804805,0.025825825825825825,0.003003003003003003,0.03303303303303303,0.024024024024024024,0.05285285285285285,0.023423423423423424,0.033633633633633635,0.007807807807807808,0.0,0.008408408408408409,0.018618618618618618,0.012012012012012012,0.033633633633633635,0.0,0.009009009009009009,0.0,0.005405405405405406,0.0024024024024024023,0.0006006006006006006,0.01921921921921922,0.017417417417417418,0.017417417417417418,0.016816816816816817,0.024024024024024024,0.013813813813813814,0.018018018018018018,0.005405405405405406,0.026426426426426425,0.016216216216216217,0.0,0.033633633633633635,0.013813813813813814,0.01921921921921922,0.025225225225225224,0.021621621621621623,0.018618618618618618,0.016816816816816817,0.005405405405405406,0.0,0.01921921921921922,0.01921921921921922,0.011411411411411412,0.023423423423423424,0.02882882882882883,0.006606606606606606
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.008688097306689836,0.0,0.0,0.009556907037358819,0.004344048653344918,0.009556907037358819,0.0034752389226759338,0.03214596003475239,0.0,0.05039096437880104,0.02432667245873154,0.029539530842745437,0.022589052997393572,0.02780191138140747,0.009556907037358819,0.0,0.0069504778453518675,0.035621198957428324,0.004344048653344918,0.009556907037358819,0.030408340573414423,0.03909643788010426,0.03214596003475239,0.009556907037358819,0.009556907037358819,0.0,0.009556907037358819,0.02432667245873154,0.023457862728062554,0.009556907037358819,0.0,0.016507384882710686,0.0,0.007819287576020852,0.0034752389226759338,0.0008688097306689834,0.023457862728062554,0.02780191138140747,0.020851433536055605,0.023457862728062554,0.035621198957428324,0.007819287576020852,0.021720243266724587,0.007819287576020852,0.0026064291920069507,0.029539530842745437,0.0,0.009556907037358819,0.01998262380538662,0.02519548218940052,0.03475238922675934,0.02780191138140747,0.022589052997393572,0.01998262380538662,0.006081668114682885,0.0,0.029539530842745437,0.029539530842745437,0.01216333622936577,0.038227628149435276,0.009556907037358819,0.009556907037358819
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03248730964467005,0.0,0.030456852791878174,0.04568527918781726,0.04467005076142132,0.03857868020304569,0.028426395939086295,0.0,0.0,0.0,0.03857868020304569,0.0,0.0,0.030456852791878174,0.03654822335025381,0.027411167512690356,0.0,0.0,0.0,0.0,0.025380710659898477,0.02233502538071066,0.0,0.0,0.017258883248730966,0.0,0.0,0.0,0.0,0.04467005076142132,0.03147208121827411,0.025380710659898477,0.018274111675126905,0.03756345177664975,0.0,0.03147208121827411,0.0,0.0,0.029441624365482234,0.0,0.0,0.023350253807106598,0.03654822335025381,0.03857868020304569,0.03451776649746193,0.03756345177664975,0.03553299492385787,0.009137055837563452,0.0,0.03654822335025381,0.03553299492385787,0.03147208121827411,0.04467005076142132,0.0,0.0
Pz,0.03577712609970674,0.0,0.0,0.03812316715542522,0.0,0.0,0.0,0.0,0.0187683284457478,0.0,0.01994134897360704,0.02463343108504399,0.0686217008797654,0.04105571847507331,0.016422287390029325,0.0,0.03519061583577713,0.0,0.02287390029325513,0.0,0.0,0.017595307917888565,0.02463343108504399,0.015835777126099706,0.0,0.0,0.0,0.0,0.01466275659824047,0.015835777126099706,0.0,0.030498533724340176,0.011143695014662757,0.03460410557184751,0.0,0.0,0.0,0.02404692082111437,0.0563049853372434,0.01466275659824047,0.010557184750733138,0.02404692082111437,0.0,0.05806451612903226,0.0,0.0,0.03284457478005865,0.0,0.0,0.05219941348973607,0.021114369501466276,0.02287390029325513,0.01994134897360704,0.021700879765395895,0.020527859237536656,0.005278592375366569,0.0,0.06041055718475073,0.02404692082111437,0.016422287390029325,0.02873900293255132,0.0,0.0
P3,0.024691358024691357,0.0,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0.024691358024691357,0.0,0.021604938271604937,0.029320987654320986,0.05401234567901234,0.05246913580246913,0.021604938271604937,0.0,0.024691358024691357,0.0,0.027777777777777776,0.0,0.0,0.023148148148148147,0.026234567901234566,0.020833333333333332,0.0,0.0,0.0,0.0,0.019290123456790122,0.015432098765432098,0.0,0.024691358024691357,0.011574074074074073,0.024691358024691357,0.0,0.0,0.0,0.029320987654320986,0.0470679012345679,0.019290123456790122,0.013888888888888888,0.02700617283950617,0.0,0.04861111111111111,0.0,0.0,0.034722222222222224,0.0,0.0,0.04243827160493827,0.026234567901234566,0.027777777777777776,0.02546296296296296,0.02854938271604938,0.026234567901234566,0.006944444444444444,0.0,0.05092592592592592,0.02546296296296296,0.019290123456790122,0.029320987654320986,0.0,0.0
P7,0.0,0.009250693802035153,0.0,0.0,0.010175763182238668,0.004625346901017576,0.010175763182238668,0.0037002775208140612,0.036077705827937095,0.0,0.03145235892691952,0.025901942645698426,0.025901942645698426,0.025901942645698426,0.034227567067530065,0.010175763182238668,0.0,0.0074005550416281225,0.036077705827937095,0.004625346901017576,0.010175763182238668,0.03515263644773358,0.036077705827937095,0.032377428307123035,0.010175763182238668,0.010175763182238668,0.0,0.010175763182238668,0.028677150786308975,0.014801110083256245,0.010175763182238668,0.0,0.010175763182238668,0.0,0.008325624421831638,0.0037002775208140612,0.0009250693802035153,0.025901942645698426,0.02312673450508788,0.02682701202590194,0.025901942645698426,0.03330249768732655,0.008325624421831638,0.025901942645698426,0.008325624421831638,0.0027752081406105457,0.02127659574468085,0.0,0.010175763182238668,0.018501387604070305,0.025901942645698426,0.03515263644773358,0.02960222016651249,0.025901942645698426,0.025901942645698426,0.008325624421831638,0.0,0.025901942645698426,0.025901942645698426,0.01757631822386679,0.032377428307123035,0.010175763182238668,0.010175763182238668
O1,0.0,0.009389671361502348,0.0,0.0,0.07136150234741784,0.004694835680751174,0.06291079812206572,0.003755868544600939,0.051643192488262914,0.0,0.009389671361502348,0.0,0.0,0.0,0.009389671361502348,0.09107981220657277,0.0,0.007511737089201878,0.010328638497652582,0.004694835680751174,0.0647887323943662,0.009389671361502348,0.07323943661971831,0.011267605633802818,0.09201877934272301,0.012206572769953052,0.0,0.013145539906103286,0.005633802816901409,0.0,0.08826291079812207,0.0,0.0,0.0,0.008450704225352112,0.003755868544600939,0.0009389671361502347,0.0,0.0,0.008450704225352112,0.009389671361502348,0.007511737089201878,0.0215962441314554,0.0,0.008450704225352112,0.06009389671361502,0.0,0.0,0.08732394366197183,0.0,0.0,0.009389671361502348,0.003755868544600939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006572769953051643,0.04788732394366197,0.010328638497652582
Oz,0.09316770186335403,0.0,0.0,0.09316770186335403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09316770186335403,0.049689440993788817,0.0,0.0,0.09161490683229814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08074534161490683,0.0,0.09161490683229814,0.0,0.0,0.0,0.0,0.09316770186335403,0.0,0.0,0.0,0.0,0.09316770186335403,0.0,0.0,0.034161490683229816,0.0,0.0,0.09316770186335403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09316770186335403,0.0,0.0,0.0,0.0,0.0
