,caudalanteriorcingulate-lh,frontalpole-lh,medialorbitofrontal-lh,parsopercularis-lh,parsorbitalis-lh,parstriangularis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.25,0.041666666666666664,0.16666666666666666,0.0,0.125,0.0,0.20833333333333334,0.20833333333333334
frontalpole-lh,0.13333333333333333,0.4666666666666667,0.13333333333333333,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333
medialorbitofrontal-lh,0.18181818181818182,0.045454545454545456,0.3181818181818182,0.0,0.0,0.0,0.22727272727272727,0.22727272727272727
parsopercularis-lh,0.0,0.0,0.0,0.55,0.0,0.45,0.0,0.0
parsorbitalis-lh,0.08333333333333333,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0
parstriangularis-lh,0.0,0.0,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0
rostralanteriorcingulate-lh,0.14285714285714285,0.03571428571428571,0.14285714285714285,0.0,0.0,0.0,0.32142857142857145,0.35714285714285715
rostralanteriorcingulate-rh,0.14285714285714285,0.03571428571428571,0.14285714285714285,0.0,0.0,0.0,0.32142857142857145,0.35714285714285715
