,entorhinal-lh,entorhinal-rh,inferiortemporal-lh,insula-lh,medialorbitofrontal-rh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.23809523809523808,0.0,0.19047619047619047,0.11904761904761904,0.0,0.0,0.2619047619047619,0.19047619047619047
entorhinal-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.1935483870967742,0.0,0.3225806451612903,0.16129032258064516,0.0,0.0,0.1935483870967742,0.12903225806451613
insula-lh,0.12,0.0,0.16,0.32,0.0,0.0,0.12,0.28
medialorbitofrontal-rh,0.0,0.0,0.0,0.0,0.6111111111111112,0.3888888888888889,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.05555555555555555,0.0,0.3333333333333333,0.6111111111111112,0.0,0.0
temporalpole-lh,0.21428571428571427,0.0,0.19047619047619047,0.11904761904761904,0.0,0.0,0.2619047619047619,0.21428571428571427
temporalpole-rh,0.18181818181818182,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.20454545454545456,0.3409090909090909
