,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-lh,postcentral-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.19402985074626866,0.208955223880597,0.0,0.0,0.208955223880597,0.208955223880597,0.0,0.1791044776119403
inferiorparietal-rh,0.15053763440860216,0.22580645161290322,0.010752688172043012,0.0,0.20430107526881722,0.22580645161290322,0.0,0.1827956989247312
postcentral-lh,0.0,0.058823529411764705,0.8235294117647058,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705
postcentral-rh,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0
superiorparietal-lh,0.12962962962962962,0.1574074074074074,0.009259259259259259,0.0,0.35185185185185186,0.21296296296296297,0.0,0.1388888888888889
superiorparietal-rh,0.12962962962962962,0.19444444444444445,0.009259259259259259,0.0,0.2222222222222222,0.2777777777777778,0.009259259259259259,0.1574074074074074
superiortemporal-lh,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.9545454545454546,0.0
supramarginal-lh,0.16279069767441862,0.20930232558139536,0.03488372093023256,0.0,0.19767441860465115,0.19767441860465115,0.0,0.19767441860465115
