,FC5,C3,Pz,O1,Fp2,FT7,PO3,PO8
FC5,0.3937007874015748,0.2992125984251969,0.30708661417322836,0.0,0.0,0.0,0.0,0.0
C3,0.336283185840708,0.3274336283185841,0.336283185840708,0.0,0.0,0.0,0.0,0.0
Pz,0.34210526315789475,0.32456140350877194,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.5668449197860963,0.09090909090909091,0.15508021390374332,0.18716577540106952
FT7,0.0,0.0,0.0,0.0,0.26153846153846155,0.24615384615384617,0.23076923076923078,0.26153846153846155
PO3,0.0,0.0,0.0,0.0,0.29245283018867924,0.16037735849056603,0.2830188679245283,0.2641509433962264
PO8,0.0,0.0,0.0,0.0,0.3125,0.15178571428571427,0.23214285714285715,0.30357142857142855
