,entorhinal-lh,entorhinal-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
entorhinal-lh,0.5228758169934641,0.032679738562091505,0.10893246187363835,0.06318082788671024,0.06971677559912855,0.058823529411764705,0.06971677559912855,0.07407407407407407
entorhinal-rh,0.056657223796033995,0.6713881019830028,0.11331444759206799,0.0113314447592068,0.031161473087818695,0.0028328611898017,0.0,0.11331444759206799
frontalpole-lh,0.07190635451505016,0.05518394648829431,0.5167224080267558,0.04013377926421405,0.08862876254180602,0.07357859531772576,0.06521739130434782,0.08862876254180602
frontalpole-rh,0.04801670146137787,0.012526096033402923,0.07306889352818371,0.4279749478079332,0.06889352818371608,0.15866388308977036,0.19206680584551147,0.018789144050104383
medialorbitofrontal-lh,0.0475,0.0425,0.1525,0.0675,0.45,0.0875,0.075,0.0775
rostralanteriorcingulate-lh,0.03643724696356275,0.0020242914979757085,0.0951417004048583,0.16396761133603238,0.0931174089068826,0.3805668016194332,0.21862348178137653,0.010121457489878543
rostralanteriorcingulate-rh,0.03853211009174312,0.0,0.09724770642201835,0.1779816513761468,0.08073394495412844,0.2018348623853211,0.3981651376146789,0.005504587155963303
temporalpole-lh,0.1272264631043257,0.0737913486005089,0.1272264631043257,0.015267175572519083,0.05089058524173028,0.017811704834605598,0.010178117048346057,0.5776081424936387
