,Fp1,T7,P7,Fp2,TP7,PO7,AF8,AF4
Fp1,0.28,0.28,0.2,0.06,0.0,0.0,0.18,0.0
T7,0.28,0.28,0.2,0.06,0.0,0.0,0.18,0.0
P7,0.24390243902439024,0.24390243902439024,0.21951219512195122,0.07317073170731707,0.0,0.0,0.21951219512195122,0.0
Fp2,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.15789473684210525,0.0,0.0,0.21052631578947367,0.0
TP7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.2564102564102564,0.2564102564102564,0.20512820512820512,0.07692307692307693,0.0,0.0,0.20512820512820512,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
