,frontalpole-rh,fusiform-lh,isthmuscingulate-rh,lingual-lh,middletemporal-lh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.35294117647058826
fusiform-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.47619047619047616,0.0,0.5238095238095238,0.0,0.0,0.0
lingual-lh,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
middletemporal-lh,0.0,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.375,0.0,0.625,0.0,0.0
rostralanteriorcingulate-lh,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.391304347826087,0.391304347826087
rostralanteriorcingulate-rh,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.391304347826087,0.391304347826087
