,cuneus-lh,entorhinal-lh,frontalpole-lh,lateraloccipital-rh,parahippocampal-lh,pericalcarine-lh,pericalcarine-rh,temporalpole-lh
cuneus-lh,0.8451327433628318,0.0,0.008849557522123894,0.12389380530973451,0.0,0.0,0.022123893805309734,0.0
entorhinal-lh,0.0,0.7180451127819549,0.0,0.0,0.2819548872180451,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.6941176470588235,0.0,0.050980392156862744,0.13725490196078433,0.11764705882352941,0.0
lateraloccipital-rh,0.09646302250803858,0.0,0.0,0.6045016077170418,0.0,0.03858520900321544,0.2604501607717042,0.0
parahippocampal-lh,0.0,0.25,0.04807692307692308,0.0,0.6217948717948718,0.05128205128205128,0.028846153846153848,0.0
pericalcarine-lh,0.0,0.0,0.13513513513513514,0.06177606177606178,0.05405405405405406,0.5521235521235521,0.1969111969111969,0.0
pericalcarine-rh,0.014577259475218658,0.0,0.08163265306122448,0.23615160349854228,0.02040816326530612,0.13994169096209913,0.5072886297376094,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
