,cuneus-rh,entorhinal-lh,isthmuscingulate-rh,parahippocampal-rh,parsorbitalis-lh,pericalcarine-rh,temporalpole-lh,transversetemporal-rh
cuneus-rh,0.8172043010752689,0.0,0.0,0.0,0.0,0.0,0.0,0.1827956989247312
entorhinal-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.8653846153846154,0.0,0.0,0.1346153846153846,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.8382352941176471,0.16176470588235295,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.13043478260869565,0.5072463768115942,0.2318840579710145,0.0,0.13043478260869565
pericalcarine-rh,0.0,0.0,0.05813953488372093,0.0,0.18604651162790697,0.7558139534883721,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285
transversetemporal-rh,0.19230769230769232,0.0,0.0,0.0,0.08974358974358974,0.0,0.16666666666666666,0.5512820512820513
