,bankssts-lh,entorhinal-lh,frontalpole-lh,frontalpole-rh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.6962025316455697,0.0,0.06329113924050633,0.24050632911392406,0.0,0.0
frontalpole-rh,0.0,0.0,0.0,0.9342105263157895,0.0,0.0,0.06578947368421052,0.0
pericalcarine-lh,0.0,0.0,0.024390243902439025,0.0,0.6910569105691057,0.16260162601626016,0.032520325203252036,0.08943089430894309
rostralanteriorcingulate-lh,0.0,0.0,0.12195121951219512,0.0,0.16260162601626016,0.5203252032520326,0.1951219512195122,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.07608695652173914,0.021739130434782608,0.21739130434782608,0.6847826086956522,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.14606741573033707,0.0,0.0,0.8539325842696629
