,caudalmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
superiorfrontal-rh,0.0,0.125,0.125,0.125,0.125,0.25,0.125,0.125
superiorparietal-lh,0.0,0.07692307692307693,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693
superiorparietal-rh,0.0,0.07692307692307693,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693
superiortemporal-lh,0.0,0.125,0.125,0.125,0.125,0.25,0.125,0.125
superiortemporal-rh,0.0,0.125,0.125,0.125,0.125,0.25,0.125,0.125
supramarginal-lh,0.0,0.125,0.125,0.125,0.125,0.25,0.125,0.125
supramarginal-rh,0.0,0.125,0.125,0.125,0.125,0.25,0.125,0.125
