,caudalmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.7586206896551724,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655
superiorfrontal-rh,0.0,0.15217391304347827,0.13043478260869565,0.14492753623188406,0.13043478260869565,0.15942028985507245,0.13043478260869565,0.15217391304347827
superiorparietal-lh,0.0,0.13740458015267176,0.15267175572519084,0.15267175572519084,0.13740458015267176,0.1450381679389313,0.13740458015267176,0.13740458015267176
superiorparietal-rh,0.0,0.14388489208633093,0.1510791366906475,0.1510791366906475,0.12949640287769784,0.1510791366906475,0.12949640287769784,0.14388489208633093
superiortemporal-lh,0.0,0.14754098360655737,0.13114754098360656,0.13934426229508196,0.13934426229508196,0.1557377049180328,0.13934426229508196,0.14754098360655737
superiortemporal-rh,0.0,0.15602836879432624,0.1276595744680851,0.14184397163120568,0.1276595744680851,0.16312056737588654,0.1276595744680851,0.15602836879432624
supramarginal-lh,0.0,0.14754098360655737,0.13114754098360656,0.13934426229508196,0.13934426229508196,0.1557377049180328,0.13934426229508196,0.14754098360655737
supramarginal-rh,0.0,0.15217391304347827,0.13043478260869565,0.14492753623188406,0.13043478260869565,0.15942028985507245,0.13043478260869565,0.15217391304347827
