,caudalmiddlefrontal-rh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
superiorfrontal-rh,0.0,0.016129032258064516,0.24193548387096775,0.25806451612903225,0.22580645161290322,0.0,0.25806451612903225,0.0
superiorparietal-lh,0.0,0.0,0.25,0.265625,0.21875,0.0,0.265625,0.0
superiorparietal-rh,0.0,0.017857142857142856,0.25,0.25,0.23214285714285715,0.0,0.25,0.0
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.734375,0.0,0.265625
supramarginal-lh,0.0,0.0,0.24242424242424243,0.2727272727272727,0.21212121212121213,0.0,0.2727272727272727,0.0
supramarginal-rh,0.0,0.0,0.0,0.0,0.0,0.5294117647058824,0.0,0.47058823529411764
