,caudalmiddlefrontal-rh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.11428571428571428,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.11428571428571428,0.12857142857142856,0.12857142857142856
postcentral-rh,0.06293706293706294,0.13986013986013987,0.1048951048951049,0.13986013986013987,0.14685314685314685,0.13286713286713286,0.13286713286713286,0.13986013986013987
rostralmiddlefrontal-rh,0.08490566037735849,0.12264150943396226,0.1509433962264151,0.1320754716981132,0.1320754716981132,0.11320754716981132,0.14150943396226415,0.12264150943396226
superiorparietal-lh,0.0661764705882353,0.1323529411764706,0.11764705882352941,0.13970588235294118,0.13970588235294118,0.125,0.14705882352941177,0.1323529411764706
superiorparietal-rh,0.06206896551724138,0.13793103448275862,0.1103448275862069,0.13793103448275862,0.14482758620689656,0.1310344827586207,0.13793103448275862,0.13793103448275862
superiortemporal-rh,0.06474820143884892,0.14388489208633093,0.10071942446043165,0.1366906474820144,0.14388489208633093,0.1366906474820144,0.12949640287769784,0.14388489208633093
supramarginal-lh,0.06870229007633588,0.1297709923664122,0.1297709923664122,0.13740458015267176,0.13740458015267176,0.12213740458015267,0.1450381679389313,0.1297709923664122
supramarginal-rh,0.06293706293706294,0.13986013986013987,0.1048951048951049,0.13986013986013987,0.14685314685314685,0.13286713286713286,0.13286713286713286,0.13986013986013987
