,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.576271186440678,0.1016949152542373,0.01694915254237288,0.1694915254237288,0.0,0.0,0.13559322033898305,0.0
inferiorparietal-rh,0.08695652173913043,0.5217391304347826,0.0,0.13043478260869565,0.0,0.0,0.2608695652173913,0.0
parsopercularis-lh,0.06666666666666667,0.0,0.7333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.0
parstriangularis-rh,0.12048192771084337,0.0963855421686747,0.012048192771084338,0.4939759036144578,0.012048192771084338,0.012048192771084338,0.25301204819277107,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0,0.6190476190476191,0.34523809523809523,0.0,0.03571428571428571
superiorfrontal-rh,0.0,0.0,0.0,0.0,0.48333333333333334,0.5166666666666667,0.0,0.0
superiortemporal-rh,0.10666666666666667,0.18666666666666668,0.013333333333333334,0.29333333333333333,0.0,0.0,0.4,0.0
supramarginal-lh,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,0.9032258064516129
