,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.3870967741935484,0.08064516129032258,0.22580645161290322,0.0,0.0,0.0,0.3064516129032258,0.0
inferiorparietal-rh,0.10714285714285714,0.6428571428571429,0.0,0.0,0.0,0.0,0.03571428571428571,0.21428571428571427
parsopercularis-lh,0.12307692307692308,0.0,0.3923076923076923,0.09230769230769231,0.14615384615384616,0.06923076923076923,0.11538461538461539,0.06153846153846154
rostralmiddlefrontal-lh,0.0,0.0,0.22058823529411764,0.47058823529411764,0.22058823529411764,0.04411764705882353,0.0,0.04411764705882353
superiorfrontal-rh,0.0,0.0,0.3220338983050847,0.22033898305084745,0.4576271186440678,0.0,0.0,0.0
superiortemporal-lh,0.0,0.0,0.1,0.025,0.0,0.4625,0.0,0.4125
superiortemporal-rh,0.3157894736842105,0.05263157894736842,0.22807017543859648,0.0,0.0,0.0,0.40350877192982454,0.0
supramarginal-lh,0.0,0.04854368932038835,0.07766990291262135,0.019417475728155338,0.0,0.3300970873786408,0.0,0.5242718446601942
