,frontalpole-lh,frontalpole-rh,inferiortemporal-rh,insula-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-lh,0.5371900826446281,0.0,0.12396694214876033,0.0,0.03305785123966942,0.19008264462809918,0.0,0.11570247933884298
frontalpole-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
inferiortemporal-rh,0.30612244897959184,0.0,0.2857142857142857,0.0,0.0,0.22448979591836735,0.0,0.1836734693877551
insula-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.05825242718446602,0.0,0.0,0.0,0.7475728155339806,0.1941747572815534,0.0,0.0
parahippocampal-rh,0.211864406779661,0.0,0.11016949152542373,0.0,0.15254237288135594,0.4745762711864407,0.0,0.05084745762711865
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-lh,0.16666666666666666,0.0,0.09722222222222222,0.0,0.0,0.05555555555555555,0.0,0.6805555555555556
