,FT9,TP9,TP10,FT10,F8,AF7,AF3,AF8
FT9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.37104072398190047,0.3755656108597285,0.25339366515837103
AF3,0.0,0.0,0.0,0.0,0.0,0.13344051446945338,0.6141479099678456,0.25241157556270094
AF8,0.0,0.0,0.0,0.0,0.0,0.15223097112860892,0.41732283464566927,0.4304461942257218
