,FT9,TP10,FT10,F8,AF7,AF3,AF8,AF4
FT9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.7401574803149606,0.25984251968503935,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.5025380710659898,0.49746192893401014,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
