,F3,Pz,P4,CP2,AF7,AF3,PO8,P2
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.33736559139784944,0.32661290322580644,0.33602150537634407,0.0,0.0,0.0,0.0
P4,0.0,0.33379120879120877,0.3324175824175824,0.33379120879120877,0.0,0.0,0.0,0.0
CP2,0.0,0.33692722371967654,0.3274932614555256,0.33557951482479786,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
