,F3,Pz,P4,CP2,AF7,AF3,PO8,P2
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.3324432576769025,0.33377837116154874,0.33377837116154874,0.0,0.0,0.0,0.0
P4,0.0,0.3324468085106383,0.3337765957446808,0.3337765957446808,0.0,0.0,0.0,0.0
CP2,0.0,0.3324432576769025,0.33377837116154874,0.33377837116154874,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
