,Fp1,TP10,FT10,F8,Fp2,AF7,AFz,AF8
Fp1,0.3308550185873606,0.0,0.0,0.0,0.3345724907063197,0.0,0.0,0.3345724907063197
TP10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.23684210526315788,0.0,0.0,0.0,0.39473684210526316,0.0,0.0,0.3684210526315789
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.37
AF8,0.09933774834437085,0.0,0.0,0.0,0.15673289183222958,0.0,0.12251655629139073,0.6214128035320088
