,bankssts-rh,frontalpole-lh,fusiform-rh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,temporalpole-rh,transversetemporal-rh
bankssts-rh,0.22077922077922077,0.0037105751391465678,0.10760667903525047,0.055658627087198514,0.13358070500927643,0.09647495361781076,0.17439703153988867,0.2077922077922078
frontalpole-lh,0.0,0.5,0.124,0.164,0.0,0.108,0.052,0.052
fusiform-rh,0.06961178045515395,0.04417670682730924,0.24230254350736277,0.17001338688085676,0.1111111111111111,0.23159303882195448,0.07228915662650602,0.058902275769745646
isthmuscingulate-rh,0.04452054794520548,0.07363013698630137,0.1969178082191781,0.2893835616438356,0.0839041095890411,0.22773972602739725,0.04794520547945205,0.03595890410958904
parahippocampal-lh,0.11148648648648649,0.0,0.14695945945945946,0.0929054054054054,0.23648648648648649,0.1891891891891892,0.10641891891891891,0.11655405405405406
parahippocampal-rh,0.05609756097560976,0.03780487804878049,0.20243902439024392,0.174390243902439,0.12439024390243902,0.29024390243902437,0.06341463414634146,0.05121951219512195
temporalpole-rh,0.1632996632996633,0.018518518518518517,0.10101010101010101,0.05723905723905724,0.1127946127946128,0.09764309764309764,0.25252525252525254,0.19696969696969696
transversetemporal-rh,0.18083462132921174,0.023183925811437404,0.07882534775888717,0.03863987635239567,0.1205564142194745,0.07418856259659969,0.18547140649149924,0.2982998454404946
