,cuneus-rh,insula-rh,isthmuscingulate-rh,lateraloccipital-rh,paracentral-rh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh
cuneus-rh,0.24675324675324675,0.07792207792207792,0.12554112554112554,0.17316017316017315,0.0,0.2077922077922078,0.09523809523809523,0.0735930735930736
insula-rh,0.12403100775193798,0.6046511627906976,0.0,0.20155038759689922,0.0,0.06976744186046512,0.0,0.0
isthmuscingulate-rh,0.13306451612903225,0.0,0.2701612903225806,0.09274193548387097,0.0,0.15725806451612903,0.2217741935483871,0.125
lateraloccipital-rh,0.20725388601036268,0.14507772020725387,0.10362694300518134,0.25906735751295334,0.0,0.17098445595854922,0.06735751295336788,0.046632124352331605
paracentral-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-rh,0.1927710843373494,0.05220883534136546,0.14056224899598393,0.14056224899598393,0.0,0.3172690763052209,0.08835341365461848,0.06827309236947791
pericalcarine-lh,0.11981566820276497,0.0,0.271889400921659,0.07834101382488479,0.0,0.11981566820276497,0.2764976958525346,0.1336405529953917
pericalcarine-rh,0.13194444444444445,0.0,0.2013888888888889,0.0625,0.0,0.13194444444444445,0.1875,0.2847222222222222
