,cuneus-rh,entorhinal-rh,inferiortemporal-lh,parahippocampal-lh,pericalcarine-rh,rostralanteriorcingulate-rh,temporalpole-rh,transversetemporal-lh
cuneus-rh,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0
entorhinal-rh,0.0,0.7272727272727273,0.0,0.2727272727272727,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.0,0.0,0.3939393939393939,0.15151515151515152,0.0,0.0,0.24242424242424243,0.21212121212121213
parahippocampal-lh,0.0,0.11764705882352941,0.11764705882352941,0.45588235294117646,0.0,0.0,0.1323529411764706,0.17647058823529413
pericalcarine-rh,0.04,0.0,0.0,0.0,0.96,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-rh,0.0,0.0,0.2153846153846154,0.16923076923076924,0.0,0.0,0.4153846153846154,0.2
transversetemporal-lh,0.0,0.0,0.1891891891891892,0.21621621621621623,0.0,0.0,0.1891891891891892,0.40540540540540543
