,cuneus-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-lh,isthmuscingulate-rh,parsorbitalis-lh,pericalcarine-lh,rostralanteriorcingulate-lh
cuneus-lh,0.41975308641975306,0.0,0.0,0.24691358024691357,0.19753086419753085,0.0,0.07407407407407407,0.06172839506172839
frontalpole-lh,0.0,0.6097560975609756,0.21951219512195122,0.0,0.0,0.0,0.0,0.17073170731707318
frontalpole-rh,0.0,0.22580645161290322,0.7741935483870968,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-lh,0.20430107526881722,0.0,0.0,0.3333333333333333,0.20430107526881722,0.03225806451612903,0.11827956989247312,0.10752688172043011
isthmuscingulate-rh,0.175,0.0,0.0,0.25,0.2625,0.0,0.1625,0.15
parsorbitalis-lh,0.0,0.0,0.0,0.13157894736842105,0.0,0.868421052631579,0.0,0.0
pericalcarine-lh,0.09433962264150944,0.0,0.0,0.18867924528301888,0.22641509433962265,0.0,0.24528301886792453,0.24528301886792453
rostralanteriorcingulate-lh,0.043478260869565216,0.13043478260869565,0.0,0.11594202898550725,0.14492753623188406,0.0,0.15942028985507245,0.4057971014492754
