,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,precentral-rh,rostralmiddlefrontal-rh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.14285714285714285,0.16071428571428573,0.11607142857142858,0.07142857142857142,0.11607142857142858,0.11607142857142858,0.14285714285714285,0.13392857142857142
parsopercularis-lh,0.12903225806451613,0.23387096774193547,0.10483870967741936,0.06451612903225806,0.10483870967741936,0.11290322580645161,0.12903225806451613,0.12096774193548387
parstriangularis-rh,0.13,0.15,0.13,0.08,0.12,0.14,0.12,0.13
postcentral-rh,0.13157894736842105,0.13157894736842105,0.11842105263157894,0.10526315789473684,0.13157894736842105,0.11842105263157894,0.13157894736842105,0.13157894736842105
precentral-rh,0.14423076923076922,0.14423076923076922,0.11538461538461539,0.07692307692307693,0.125,0.11538461538461539,0.1346153846153846,0.14423076923076922
rostralmiddlefrontal-rh,0.12871287128712872,0.15841584158415842,0.12871287128712872,0.07920792079207921,0.1188118811881188,0.13861386138613863,0.1188118811881188,0.12871287128712872
superiortemporal-rh,0.14545454545454545,0.16363636363636364,0.10909090909090909,0.07272727272727272,0.11818181818181818,0.10909090909090909,0.14545454545454545,0.13636363636363635
supramarginal-rh,0.14545454545454545,0.15454545454545454,0.11818181818181818,0.07272727272727272,0.11818181818181818,0.11818181818181818,0.13636363636363635,0.13636363636363635
