,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.16417910447761194,0.13432835820895522,0.04477611940298507,0.15671641791044777,0.15671641791044777,0.15671641791044777,0.1417910447761194,0.04477611940298507
parsopercularis-lh,0.1592920353982301,0.20353982300884957,0.008849557522123894,0.19469026548672566,0.1415929203539823,0.1592920353982301,0.12389380530973451,0.008849557522123894
parstriangularis-rh,0.12195121951219512,0.0,0.17073170731707318,0.07317073170731707,0.17073170731707318,0.0975609756097561,0.1951219512195122,0.17073170731707318
rostralmiddlefrontal-lh,0.1590909090909091,0.16666666666666666,0.030303030303030304,0.18181818181818182,0.14393939393939395,0.1590909090909091,0.12878787878787878,0.030303030303030304
rostralmiddlefrontal-rh,0.15789473684210525,0.12030075187969924,0.05263157894736842,0.14285714285714285,0.16541353383458646,0.15037593984962405,0.15789473684210525,0.05263157894736842
superiorfrontal-lh,0.16923076923076924,0.13846153846153847,0.038461538461538464,0.16153846153846155,0.15384615384615385,0.16153846153846155,0.13846153846153847,0.038461538461538464
superiortemporal-rh,0.1532258064516129,0.11290322580645161,0.056451612903225805,0.13709677419354838,0.1693548387096774,0.14516129032258066,0.1693548387096774,0.056451612903225805
supramarginal-rh,0.12195121951219512,0.0,0.17073170731707318,0.07317073170731707,0.17073170731707318,0.0975609756097561,0.1951219512195122,0.17073170731707318
