,Fp1,F3,FC2,AF7,F1,F5,F2,FCz
Fp1,0.5477651183172656,0.0,0.0,0.12620508326029797,0.27256792287467135,0.0,0.0,0.05346187554776512
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AF7,0.41379310344827586,0.0,0.0,0.4109195402298851,0.0,0.0,0.0,0.1752873563218391
F1,0.4144385026737968,0.0,0.0,0.0,0.5855614973262032,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FCz,0.33516483516483514,0.0,0.0,0.33516483516483514,0.0,0.0,0.0,0.32967032967032966
