,Fp1,FT9,Cz,AF3,AFz,F1,F2,FCz
Fp1,0.47296703296703296,0.26989010989010986,0.0,0.0,0.14197802197802198,0.11516483516483517,0.0,0.0
FT9,0.28262867647058826,0.4163602941176471,0.0,0.0,0.16681985294117646,0.13419117647058823,0.0,0.0
Cz,0.0,0.0,0.9285714285714286,0.0,0.0,0.07142857142857142,0.0,0.0
AF3,0.0,0.0,0.0,0.6395891690009337,0.0,0.0,0.3604108309990663,0.0
AFz,0.13560033585222503,0.15113350125944586,0.0,0.0,0.42275398824517213,0.290512174643157,0.0,0.0
F1,0.10616578195181707,0.1180073499387505,0.02000816659861168,0.0,0.27970600244997956,0.47611269906084114,0.0,0.0
F2,0.0,0.0,0.0,0.40103626943005183,0.0,0.0,0.5989637305699482,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
