,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-rh,precentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh
caudalmiddlefrontal-rh,0.19523809523809524,0.16666666666666666,0.10952380952380952,0.18095238095238095,0.07142857142857142,0.04285714285714286,0.11904761904761904,0.11428571428571428
inferiorparietal-rh,0.17647058823529413,0.20098039215686275,0.11274509803921569,0.17647058823529413,0.07352941176470588,0.04411764705882353,0.10784313725490197,0.10784313725490197
postcentral-rh,0.14619883040935672,0.14035087719298245,0.14035087719298245,0.15204678362573099,0.08771929824561403,0.05263157894736842,0.14035087719298245,0.14035087719298245
precentral-rh,0.19158878504672897,0.16822429906542055,0.11214953271028037,0.1822429906542056,0.07009345794392523,0.04205607476635514,0.11682242990654206,0.11682242990654206
superiorfrontal-lh,0.13392857142857142,0.13392857142857142,0.13392857142857142,0.13392857142857142,0.125,0.07142857142857142,0.13392857142857142,0.13392857142857142
superiorfrontal-rh,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.11267605633802817,0.1267605633802817,0.1267605633802817
superiorparietal-lh,0.14534883720930233,0.12790697674418605,0.13372093023255813,0.14534883720930233,0.0872093023255814,0.05232558139534884,0.1569767441860465,0.1511627906976744
superiorparietal-rh,0.14534883720930233,0.12790697674418605,0.13372093023255813,0.14534883720930233,0.0872093023255814,0.05232558139534884,0.1569767441860465,0.1511627906976744
