,Pz,O2,P4,P8,CP2,PO8,P6,P2
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.3314917127071823,0.0,0.3314917127071823,0.0,0.0,0.3342541436464088,0.0027624309392265192
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.3314917127071823,0.0,0.3314917127071823,0.0,0.0,0.3342541436464088,0.0027624309392265192
CP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.9130434782608695,0.0,0.08695652173913043
P6,0.0,0.3314917127071823,0.0,0.3314917127071823,0.0,0.0,0.3342541436464088,0.0027624309392265192
P2,0.0,0.1,0.0,0.1,0.0,0.3,0.1,0.4
