,Fp1,F3,Pz,P4,CP2,AF7,AF3,P2
Fp1,0.2616822429906542,0.2616822429906542,0.0,0.0,0.0,0.2616822429906542,0.0,0.21495327102803738
F3,0.2616822429906542,0.2616822429906542,0.0,0.0,0.0,0.2616822429906542,0.0,0.21495327102803738
Pz,0.0,0.0,0.25842696629213485,0.25842696629213485,0.25842696629213485,0.0,0.2247191011235955,0.0
P4,0.0,0.0,0.25842696629213485,0.25842696629213485,0.25842696629213485,0.0,0.2247191011235955,0.0
CP2,0.0,0.0,0.25842696629213485,0.25842696629213485,0.25842696629213485,0.0,0.2247191011235955,0.0
AF7,0.2616822429906542,0.2616822429906542,0.0,0.0,0.0,0.2616822429906542,0.0,0.21495327102803738
AF3,0.0,0.0,0.22424242424242424,0.22424242424242424,0.22424242424242424,0.0,0.296969696969697,0.030303030303030304
P2,0.1893939393939394,0.1893939393939394,0.0,0.0,0.0,0.1893939393939394,0.022727272727272728,0.4090909090909091
