,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh
caudalmiddlefrontal-lh,0.11578947368421053,0.12631578947368421,0.12631578947368421,0.12631578947368421,0.12631578947368421,0.12631578947368421,0.12631578947368421,0.12631578947368421
caudalmiddlefrontal-rh,0.05238095238095238,0.1761904761904762,0.16666666666666666,0.12857142857142856,0.08571428571428572,0.12857142857142856,0.14285714285714285,0.11904761904761904
parsopercularis-lh,0.05263157894736842,0.1722488038277512,0.1674641148325359,0.1291866028708134,0.0861244019138756,0.1291866028708134,0.14354066985645933,0.11961722488038277
parstriangularis-rh,0.057291666666666664,0.14583333333333334,0.14583333333333334,0.140625,0.09375,0.140625,0.14583333333333334,0.13020833333333334
precentral-lh,0.07692307692307693,0.13286713286713286,0.13286713286713286,0.13286713286713286,0.1258741258741259,0.13286713286713286,0.13286713286713286,0.13286713286713286
precentral-rh,0.057291666666666664,0.14583333333333334,0.14583333333333334,0.140625,0.09375,0.140625,0.14583333333333334,0.13020833333333334
rostralmiddlefrontal-lh,0.055,0.155,0.155,0.135,0.09,0.135,0.15,0.125
rostralmiddlefrontal-rh,0.059782608695652176,0.14130434782608695,0.14130434782608695,0.14130434782608695,0.09782608695652174,0.14130434782608695,0.14130434782608695,0.1358695652173913
