,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.1752988047808765,0.07171314741035857,0.10756972111553785,0.14741035856573706,0.11155378486055777,0.09163346613545817,0.11952191235059761,0.1752988047808765
parsopercularis-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
parstriangularis-rh,0.1319796954314721,0.09137055837563451,0.1319796954314721,0.1319796954314721,0.1319796954314721,0.116751269035533,0.1319796954314721,0.1319796954314721
precentral-lh,0.15384615384615385,0.07692307692307693,0.11538461538461539,0.15384615384615385,0.11965811965811966,0.09829059829059829,0.1282051282051282,0.15384615384615385
precentral-rh,0.1330049261083744,0.08866995073891626,0.1330049261083744,0.1330049261083744,0.1330049261083744,0.11330049261083744,0.1330049261083744,0.1330049261083744
rostralmiddlefrontal-lh,0.12790697674418605,0.10465116279069768,0.12790697674418605,0.12790697674418605,0.12790697674418605,0.12790697674418605,0.12790697674418605,0.12790697674418605
rostralmiddlefrontal-rh,0.13679245283018868,0.08490566037735849,0.12735849056603774,0.13679245283018868,0.1320754716981132,0.10849056603773585,0.13679245283018868,0.13679245283018868
superiortemporal-lh,0.17786561264822134,0.07114624505928854,0.1067193675889328,0.14624505928853754,0.11067193675889328,0.09090909090909091,0.11857707509881422,0.17786561264822134
