,Fp1,FT10,F4,F8,Fp2,AF7,AF4,F2
Fp1,0.41605839416058393,0.0,0.058394160583941604,0.08759124087591241,0.35766423357664234,0.08029197080291971,0.0,0.0
FT10,0.0,0.32786885245901637,0.0,0.0,0.0,0.0,0.3360655737704918,0.3360655737704918
F4,0.05325443786982249,0.0,0.28994082840236685,0.30177514792899407,0.30177514792899407,0.05325443786982249,0.0,0.0
F8,0.0625,0.0,0.2403846153846154,0.3557692307692308,0.28846153846153844,0.052884615384615384,0.0,0.0
Fp2,0.18315018315018314,0.0,0.18315018315018314,0.21611721611721613,0.3772893772893773,0.040293040293040296,0.0,0.0
AF7,0.21818181818181817,0.0,0.14545454545454545,0.21818181818181817,0.21818181818181817,0.2,0.0,0.0
AF4,0.0,0.205,0.0,0.0,0.0,0.0,0.42,0.375
F2,0.0,0.21578947368421053,0.0,0.0,0.0,0.0,0.38421052631578945,0.4
