,caudalmiddlefrontal-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.15463917525773196,0.10309278350515463,0.09965635738831616,0.15120274914089346,0.08934707903780069,0.15120274914089346,0.15120274914089346,0.09965635738831616
postcentral-lh,0.12446351931330472,0.13304721030042918,0.12446351931330472,0.11587982832618025,0.11158798283261803,0.12875536480686695,0.13733905579399142,0.12446351931330472
postcentral-rh,0.11788617886178862,0.12195121951219512,0.13414634146341464,0.10975609756097561,0.12195121951219512,0.12195121951219512,0.13414634146341464,0.13821138211382114
rostralmiddlefrontal-rh,0.15172413793103448,0.09655172413793103,0.09655172413793103,0.1793103448275862,0.0896551724137931,0.14482758620689656,0.14482758620689656,0.09655172413793103
superiorparietal-rh,0.1148936170212766,0.1148936170212766,0.12340425531914893,0.1148936170212766,0.16595744680851063,0.1148936170212766,0.11914893617021277,0.13191489361702127
superiortemporal-lh,0.1527777777777778,0.1076388888888889,0.10069444444444445,0.14583333333333334,0.09027777777777778,0.1527777777777778,0.14930555555555555,0.10069444444444445
superiortemporal-rh,0.13851351351351351,0.10472972972972973,0.11148648648648649,0.13851351351351351,0.09797297297297297,0.13513513513513514,0.16216216216216217,0.11148648648648649
supramarginal-rh,0.11646586345381527,0.12048192771084337,0.13253012048192772,0.10843373493975904,0.1285140562248996,0.12048192771084337,0.13253012048192772,0.14056224899598393
