,inferiorparietal-rh,postcentral-lh,postcentral-rh,precentral-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
inferiorparietal-rh,0.12814070351758794,0.13316582914572864,0.12060301507537688,0.13316582914572864,0.1306532663316583,0.12060301507537688,0.11809045226130653,0.11557788944723618
postcentral-lh,0.10736842105263159,0.1431578947368421,0.12,0.14105263157894737,0.10947368421052632,0.12,0.13263157894736843,0.12631578947368421
postcentral-rh,0.11187214611872145,0.13470319634703196,0.1278538812785388,0.13470319634703196,0.11187214611872145,0.12557077625570776,0.1278538812785388,0.12557077625570776
precentral-lh,0.1069182389937107,0.14255765199161424,0.11949685534591195,0.14465408805031446,0.1090146750524109,0.11740041928721175,0.13417190775681342,0.12578616352201258
superiorparietal-lh,0.1275,0.135,0.12,0.135,0.13,0.12,0.1175,0.115
superiorparietal-rh,0.11264367816091954,0.13333333333333333,0.12183908045977011,0.12873563218390804,0.11264367816091954,0.135632183908046,0.12873563218390804,0.12643678160919541
superiortemporal-lh,0.09936575052854123,0.1331923890063425,0.11839323467230443,0.13530655391120508,0.09936575052854123,0.11839323467230443,0.15856236786469344,0.13742071881606766
superiortemporal-rh,0.1032258064516129,0.13333333333333333,0.12258064516129032,0.13333333333333333,0.1032258064516129,0.12258064516129032,0.14193548387096774,0.13978494623655913
