,frontalpole-lh,insula-rh,paracentral-rh,parsorbitalis-lh,pericalcarine-lh,pericalcarine-rh,postcentral-lh,transversetemporal-lh
frontalpole-lh,0.23076923076923078,0.18803418803418803,0.21367521367521367,0.0,0.20512820512820512,0.1623931623931624,0.0,0.0
insula-rh,0.192,0.216,0.224,0.0,0.216,0.152,0.0,0.0
paracentral-rh,0.20930232558139536,0.20155038759689922,0.2248062015503876,0.0,0.21705426356589147,0.14728682170542637,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.42857142857142855
pericalcarine-lh,0.208,0.2,0.224,0.0,0.216,0.152,0.0,0.0
pericalcarine-rh,0.20212765957446807,0.20212765957446807,0.20212765957446807,0.0,0.20212765957446807,0.19148936170212766,0.0,0.0
postcentral-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-lh,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.5625
