,parstriangularis-rh,postcentral-lh,postcentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
parstriangularis-rh,0.30097087378640774,0.0,0.17475728155339806,0.0,0.21359223300970873,0.11650485436893204,0.009708737864077669,0.18446601941747573
postcentral-lh,0.0,0.47540983606557374,0.0,0.11475409836065574,0.0,0.0,0.3114754098360656,0.09836065573770492
postcentral-rh,0.22727272727272727,0.0,0.20454545454545456,0.0,0.22727272727272727,0.125,0.011363636363636364,0.20454545454545456
superiorparietal-rh,0.0,0.13953488372093023,0.0,0.6046511627906976,0.0,0.0,0.09302325581395349,0.16279069767441862
superiortemporal-lh,0.19130434782608696,0.0,0.1565217391304348,0.0,0.2782608695652174,0.1565217391304348,0.008695652173913044,0.20869565217391303
superiortemporal-rh,0.13829787234042554,0.0,0.11702127659574468,0.0,0.2127659574468085,0.3191489361702128,0.02127659574468085,0.19148936170212766
supramarginal-lh,0.025,0.2375,0.025,0.075,0.025,0.025,0.4875,0.1
supramarginal-rh,0.14393939393939395,0.045454545454545456,0.13636363636363635,0.06818181818181818,0.19696969696969696,0.13636363636363635,0.03787878787878788,0.23484848484848486
