,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-lh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.43333333333333335,0.08333333333333333,0.0,0.0,0.18333333333333332,0.21666666666666667,0.0,0.08333333333333333
parstriangularis-rh,0.047619047619047616,0.36904761904761907,0.023809523809523808,0.023809523809523808,0.14285714285714285,0.11904761904761904,0.023809523809523808,0.25
postcentral-lh,0.0,0.017857142857142856,0.4107142857142857,0.30357142857142855,0.0,0.0,0.14285714285714285,0.125
superiorparietal-lh,0.0,0.01282051282051282,0.20512820512820512,0.4358974358974359,0.0,0.0,0.2564102564102564,0.08974358974358974
superiortemporal-lh,0.12222222222222222,0.15555555555555556,0.0,0.0,0.37777777777777777,0.18888888888888888,0.0,0.15555555555555556
superiortemporal-rh,0.14285714285714285,0.12087912087912088,0.0,0.0,0.17582417582417584,0.4175824175824176,0.0,0.14285714285714285
supramarginal-lh,0.0,0.02040816326530612,0.12244897959183673,0.3673469387755102,0.0,0.0,0.4897959183673469,0.0
supramarginal-rh,0.041237113402061855,0.21649484536082475,0.08247422680412371,0.08247422680412371,0.12371134020618557,0.13402061855670103,0.0,0.31958762886597936
