,P8,TP10,AF7,PO8,P6,TP8,F6,AF8
P8,0.42857142857142855,0.0,0.38095238095238093,0.0,0.0,0.0,0.09523809523809523,0.09523809523809523
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.1111111111111111,0.0,0.5185185185185185,0.0,0.0,0.0,0.0,0.37037037037037035
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0
AF8,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.5384615384615384
